"code","name"
"124OQCK ","Olequa Creek Member of Cowlitz Formation"
"124ORJN ","Orejon Andesite"
"124PBGF ","Post-Bigford Beds of Mount Selman Formation"
"124PCCK ","Parachute Creek Member of Green River Formation"
"124PCFK ","Pitchfork Formation"
"124PCHT ","Pachuta Marl Member of Yazoo Clay"
"124PCKO ","Packard Quartz Latite"
"124PELL ","Pe Ell Volcanics Member of Cowlitz Formation"
"124PLNC ","Plutonic Rocks, Including Dioritic Rocks and Intrusives"
"124PMNK ","Pamunkey Group"
"124PNMS ","Pinyon Mesa Group"
"124PNPN ","Piney Point Formation"
"124POWY ","Poway Group"
"124PPNC ","Pipestone Canyon Formation"
"124PPNJ ","Piney Point-Nanjemoy Aquifer"
"124PRKF ","Parkers Ferry Formation of Cooper Group"
"124PRMR ","Premier Coal Group, Chickaloon Formation"
"124PSNC ","Poison Canyon Formation"
"124PSPK ","Pass Peak Conglomerate"
"124PTRC ","Potterchitto Sand Member of Cook Mountain Formation"
"124PUYR ","Puyer Formation"
"124PVIV ","Plutonics, Volcanics and Intrusives (Tertiary)"
"124QCCW ","Queen City Sand, Carrizo Sand and Wilcox Group"
"124QCCZ ","Queen City Sand and Carrizo Sand"
"124QCSP ","Queen City Sand and Sparta Sand"
"124QNCT ","Queen City Sand of Claiborne Group"
"124RCKD ","Rockdale Formation"
"124RDDR ","Red Desert Tongue of Wasatch Formation"
"124RDFD ","Redfield Formation"
"124REES ","Reese Formation"
"124RGIN ","Regina Member of San Jose Formation"
"124RGRV ","Raging River Formation"
"124RKCZ ","Reklaw Formation and Carrizo Sand"
"124RKLW ","Reklaw Formation of Claiborne Group"
"124RMSR ","Ramshorn Volcanic Series"
"124RPDR ","Rio Piedras Siltstone"
"124RSLN ","Roslyn Formation"
"124SAKR ","Shark River Formation"
"124SBNN ","Sabinetown Formation"
"124SCCK ","Scatter Creek Rhyodacite or Formation"
"124SDMR ","Sedimentary Rocks"
"124SDMS ","Sediments"
"124SDVL ","Sandersville Limestone Member of Barnwell Formation"
"124SGCK ","Sage Creek Formation"
"124SGPK ","Shaggy Peak Rhyolite"
"124SGUN ","Seguin Formation"
"124SHAW ","Shaw Coal Bed, Chickaloon Formation"
"124SHBT ","Shubuta Member of Yazoo Clay"
"124SJNM ","San Jose and Nacimiento Formations, Undifferentiated (Eocene-Paleocen"
"124SKKK ","Skookumchuck Formation"
"124SKKM ","Sankakuyama Formation"
"124SKRV ","Shark River Marl"
"124SLCK ","Stillwater Creek Member of Cowlitz Formation"
"124SLLM ","Sillem Member of Fowkes Formation"
"124SLMN ","Salt Mountain Limestone Equivalent"
"124SMBR ","Simsboro Sand Member of Rockdale Formation"
"124SNJS ","San Jose Formation"
"124SNPL ","Sanpoil Volcanics"
"124SNSC ","Stone Switch Sand"
"124SNTE ","Santee Limestone"
"124SNTG ","Santiago Formation"
"124SPAR ","Sparta Aquifer"
"124SPARC","Sparta Aquifer Surficial Confining Unit"
"124SPCK ","Shipps Creek Shale Member of Wautubbee Formation"
"124SPCR ","Spencer Formation"
"124SPKN ","Spiketon Formation of Puget Group"
"124SPLR ","Spiller Sand Member of Cook Mountain Formation"
"124SPNX ","Sphinx Conglomerate"
"124SPPS ","Sheep Pass Formation"
"124SPQC ","Sparta Sand and Queen City Sand"
"124SPRR ","South Prairie Formation"
"124SPRT ","Sparta Sand"
"124SPRTC","Sparta Aquifer Surficial Confining Unit"
"124SPRTL","Sparta Sand, Lower"
"124SPRTM","Sparta Sand, Middle"
"124SPRTU","Sparta Sand, Upper"
"124SPSP ","Sparta Sand and Spiller Sand Member of Cook Mountain Formation"
"124STLR ","Stillwater Formation"
"124STNC ","Steinhatchee Dolomite Member of Crystal River Formation"
"124SUMS ","Sumas Shale In Chuckanut Formation"
"124SWUK ","Swauk Formation"
"124SZRV ","Siletz River Volcanic Series"
"124TCKV ","Tickville Rhyolite"
"124TESL ","Tesla Formation"
"124TGGS ","Twiggs Clay Member of Barnwell Formation"
"124TGRM ","Tiger Mountain Formation of Puget Group"
"124TINN ","Tinian Pyroclastic Rocks"
"124TJON ","Tejon Formation"
"124TLLS ","Tallahassee Limestone"
"124TLLT ","Tallahatta Formation"
"124TLLTC","Tallahatta Formation of Claiborne Group"
"124TLMN ","Tolman Formation"
"124TLST ","Tolstoi Formation of Beaver Bay Group"
"124TMKV ","Tillamook Volcanic Series"
"124TNBS ","Twin Buttes Member of Bridger Formation"
"124TNWY ","Teanaway Basalt"
"124TPCS ","Tapicitos Member of San Jose Formation"
"124TPTL ","Tepee Trail Formation"
"124TPTN ","Tipton Shale Member of Green River Formation"
"124TRCK ","The Rocks Sandstone"
"124TRJN ","Torrejon Formation"
"124TRLL ","Therrill Clay Member of Weches Formation"
"124TSCM ","Tuscahoma Formation"
"124TTMN ","Tatman Formation"
"124TUNP ","Tunp Member of Wasatch Formation"
"124TYEE ","Tyee Formation"
"124TYLR ","Tyler Greensand Member of Sparta Sand"
"124UINT ","Uinta Formation"
"124ULM  ","Ulm Coal Group of Wasatch Formation"
"124UMPQ ","Umpqua Formation"
"124UPTR ","Upper Three Runs Aquifer"
"124VLCC ","Volcanic Rocks"
"124VOLCD","Volcanic Rocks, Including Limestone and Detrital Material"
"124WBLF ","White Bluff Formation"
"124WCHS ","Weches Formation of Claiborne Group"
"124WDRV ","Wind River Formation"
"124WGBD ","Wagon Bed Formation"
"124WGND ","Wagonhound Member of Uinta Formation"
"124WGNS ","Wiggins Formation"
"124WICX ","Wilcox Formation"
"124WKPK ","Wilkins Peak Member of Green River Formation"
"124WLBR ","Wellborn Sandstone"
"124WLCX ","Wilcox Aquifer"
"124WLCXG","Wilcox Group"
"124WLCXL","Wilcox Aquifer, Lower"
"124WLCXM","Wilcox Aquifer, Middle"
"124WLCXU","Wilcox Aquifer, Upper"
"124WLHL ","Warley Hill Marl"
"124WLKS ","Wilkeson Coal Series"
"124WLSN ","Williston Formation"
"124WLWD ","Willwood Formation"
"124WNON ","Winona Sand"
"124WNSB ","Winona-Neshoba Aquifer"
"124WSBN ","Wishbone Formation"
"124WSHK ","Washakie Formation"
"124WSTC ","Wasatch Formation"
"124WTSG ","White Sage Formation"
"124WTST ","Whitsett Formation"
"124WXSB ","Wilcox Group and Simsboro Sand Member of Rockdale Formation"
"124YCMS ","Yegua Formation, Cook Mountain Formation and Sparta Sand"
"124YEGU ","Yegua Formation"
"124YGCN ","Yegua Canyon Facies"
"124YGJK ","Yegua Formation and Jackson Group"
"124YGSP ","Yegua Formation and Sparta Sand"
"124YKUT ","Yokut Sandstone"
"124YMHL ","Yamhill Formation"
"124YZOO ","Yazoo Clay"
"124ZAMA ","Zama Member of Zilpha Formation"
"124ZIA  ","Zia Marl"
"124ZLPH ","Zilpha Clay"
"125ANMS ","Animas Formation (Paleocene-Upper Cretaceous)"
"125AQRC ","Aquia and Rancocas Aquifer"
"125AQUI ","Aquia Formation"
"125BEAR ","Bear Formation"
"125BFRT ","Beaufort Formation"
"125BFRTQ","Beaufort Aquifer"
"125BFRTT","Beaufort Aquitard"
"125BKMG ","Black Mingo Formation"
"125BRFR ","Browns Ferry Member of Rhems Formation"
"125BRGS ","Brightseat Formation"
"125CBLD ","Cannonball-Ludlow Members of Fort Union Formation"
"125CDBK ","Cedar Breaks Formation"
"125CDRK ","Cedar Keys Limestone"
"125CDRKN","Cedar Keys Limestone Aquifer"
"125CHCR ","Chicora Member of Williamsburg Formation"
"125CLBF ","Coal Bluff Marl Member of Naheola Formation"
"125CLCI ","Coal Lake Coulee Interval"
"125CLKC ","Coal Lake Coulee Bed"
"125CLTN ","Clayton Formation"
"125CNBL ","Cannonball Member of Fort Union Formation"
"125CNTL ","Cantwell Formation"
"125COCK ","Clayton and Owl Creek Formations, Paleocene-Cretaceous"
"125DBLN ","Dublin Aquifer System"
"125DBLNL","Dublin Aquifer System, Lower Aquifer"
"125DBLNU","Dublin Aquifer System, Upper Aquifer"
"125DBMV ","Dublin-Midville Aquifer System"
"125DNVR ","Denver Formation"
"125DVID ","David Coal Bed of Chickaloon Formation"
"125EGLE ","Eagle Greenschist"
"125ELNN ","Ellenton Formation"
"125EMRY ","Emery Coal Bed of Chickaloon Formation"
"125ESTN ","Easton Schist"
"125EVAS ","Evanston Formation (Paleocene-Upper Cretaceous)"
"125EVNS ","Evanston Formation"
"125FRRS ","Ferris Formation"
"125FRUN ","Fort Union Formation"
"125GOLX ","Golex Formation"
"125HBCK ","Hoback Formation"
"125HGEL ","Hagel Bed"
"125HGIV ","Hagel Interval"
"125HORR ","Hornerstown Sand"
"125HRMN ","Harmon Lignite Aquifer, Paleocene"
"125HRRS ","Hornerstown Formation"
"125HSLR ","Hensler Bed"
"125KCIV ","Kinneman Creek Interval"
"125KNCD ","Kincaid Formation"
"125KRLD ","Kirtland Shale"
"125KRNS ","Kerens Member of Wills Point Formation"
"125LCTL ","Locatelli Formation"
"125LDBG ","Lower Bridge Member of Williamsburg Formation"
"125LDLW ","Ludlow Member of Fort Union Formation"
"125LEBO ","Lebo Member of Fort Union Formation"
"125LHCK ","Ludlow Member of Fort Union Formation-Hell Creek Formation"
"125LLEK ","Little Eska Coal of Chickaloon Formation"
"125LNGS ","Lang Syne Member of Rhems Formation"
"125LTTG ","Littig Glauconitic Member of Kincaid Formation"
"125MAPN ","Mattaponi Aquifer"
"125MCBD ","Mc Bryde Limestone Member of Clayton Formation"
"125MDPK ","Middle Park Formation"
"125MDWY ","Midway Group"
"125MEXI ","Mexia Member of Wills Point Formation"
"125MIDY ","Midway Formation"
"125MLDG ","Matthews Landing Marl Member of Porters Creek Clay"
"125MLND ","Maitland Coal Bed of Chickaloon Formation"
"125MNTU ","Mantua Lentil of Polecat Bench Formation"
"125MPDB ","Millers Pond and Dublin Aquifers (Multiaquifer)"
"125MPMV ","Millers Pond, Dublin, and Midville Aquifers (Multiaquifer)"
"125MRBC ","Meyers Branch Confining System"
"125MRLB ","Marlboro Clay"
"125MRNZ ","Martinez Formation"
"125MRTN ","Martin Coal Bed of Chickaloon Formation"
"125MSPD ","Millers Pond Aquifer"
"125MTPN ","Mattaponi Formation"
"125NCMN ","Nacimiento Formation"
"125NCMNS","Nacimiento Formation, Sandy Shale Facies"
"125NHOL ","Naheola Formation"
"125NNFL ","Nanafalia Formation"
"125NRHR ","North Horn Formation (Paleocene-Upper Cretaceous)"
"125OJAM ","Ojo Alamo Sandstone"
"125OKHL ","Oak Hill Member of Naheola Formation"
"125PCBC ","Polecat Bench Formation"
"125PKMS ","Perkins Bluff Member of Rhems Formation"
"125PLCN ","Paleocene Series"
"125PNBR ","Pine Barren Member of Clayton Formation"
"125PNYN ","Pinyon Conglomerate"
"125PORC ","Porters Creek Formation"
"125PRCK ","Porters Creek Clay"
"125PRCKN","Porters Creek Clay, Unnamed Member"
"125PSGH ","Pisgah Member of Kincaid Formation"
"125PSNC ","Poison Canyon Formation"
"125PURC ","Puerco Formation"
"125RCCS ","Rancocas Formation"
"125RHMS ","Rhems Formation"
"125RKBQ ","Rock Bench Quarry Beds of Polecat Bench Formation"
"125RTON ","Raton Formation"
"125SBLG ","Sentinel Butte Lignite Aquifer, Paleocene"
"125SBTR ","Sentinel Butte-Tongue River Members of Fort Union Formation"
"125SCCP ","Scotch Cap Sandstone"
"125SDLG ","Sawdust Landing Member of Rhems Formation"
"125SFCU ","Sub-Floridan Confining Unit"
"125SLMN ","Salt Mountain Limestone"
"125SLVC ","Silver Coulee Beds of Polecat Bench Formation"
"125SLVD ","Silverado Formation"
"125SNLB ","Sentinel Butte Member of Fort Union Formation"
"125STGN ","Shotgun Member of Fort Union Formation"
"125TGRV ","Tongue River Member of Fort Union Formation"
"125TGRVL","Tongue River Member of Fort Union Formation, Lower"
"125TGRVS","Tongue River Spoils Piles"
"125THCN ","Tehuacana Member of Kincaid Formation"
"125TLCK ","Tullock Member of Fort Union Formation"
"125TMSI ","Tamesi Equivalent"
"125TPPH ","Tippal Sand Lentil of Porters Creek Clay"
"125TRVC ","Tongue River-Cannonball Members of Fort Union Formation Paleocene"
"125TRVL ","Tongue River-Ludlow Members of Fort Union Formation"
"125TSCM ","Tuscahoma Sand"
"125TULK ","Tullock Member of Fort Union Formation"
"125TVCI ","Travis Creek Interval"
"125TVCK ","Travis Creek Bed"
"125UDDB ","Underwood B Bed"
"125UDDC ","Underwood C Bed"
"125UDDS ","Underwood Sheet Sand"
"125UDRD ","Underwood Sand"
"125VCHR ","Vincetown Formation-Hornerstown Sand"
"125VNCN ","Vincentown Formation"
"125WLCK ","Willow Creek Formation (Paleocene-Late Cretaceous)"
"125WLCX ","Wilcox Group"
"125WLMN ","Waltman Shale Member of Fort Union Formation"
"125WLSG ","Weller Slough Bed"
"125WLSP ","Wills Point Formation"
"125WMBG ","Williamsburg Formation"
"125WSIV ","Weller Slough Interval"
"200AMCK ","American Creek Granite"
"200APEX ","Apex Vein"
"200ASER ","Asses Ears Granite"
"200BCKT ","Beckwith Formation"
"200BDCK ","Boulder Creek Quartz Monzonite"
"200BMCX ","Basement Complex of Pretertiary Age"
"200CDRB ","Cedar Bay Granite"
"200CPRM ","Copper Mountain Amphibolite Schist"
"200CRSL ","Crystalline Rocks"
"200ESMY ","Eshamy Granite"
"200FCIV ","Felsic Intrusive Rocks"
"200FCVC ","Felsic Volcanic Rocks"
"200GKON ","Gakona Diorite"
"200GMUK ","Gemuk Group"
"200GRNC ","Granitic Rocks"
"200JDHB ","Judd Harbor Dunite-Peridotite"
"200JUMB ","Jumbo Volcanics"
"200KRGM ","Kruger Mountain Malignite"
"200LDCK ","Landslide Creek Granodiorite"
"200MCRS ","Monte Christo Diorite"
"200MDFK ","Middle Fork Granite"
"200MEZC ","Mesozoic Rocks"
"200MFCV ","Mafic Volcanic Rocks"
"200MFIV ","Mafic Intrusive Rocks"
"200MLMN ","Mule Mountain Granite"
"200MMPC ","Metamorphic Rocks"
"200MNCS ","Mancos Shale"
"200MSZC ","Mesozoic Erathem"
"200MZPZ ","Mesozoic-Paleozoic Erathems"
"200OSYS ","Osoyoos Granodiorite"
"200PRDT ","Peridotite"
"200RVLT ","Revuelto Shale"
"200SDMR ","Sedimentary Rocks"
"200SERP ","Serpentine"
"200SGCF ","Straight Cliffs Sandstone"
"200SLCK ","Slate Creek Granodiorite"
"200SRPN ","Serpentinite"
"200VLCC ","Volcanic Rocks"
"200WFRK ","West Fork Granodiorite"
"200WSKM ","Whiskey Mountain Granodiorite"
"200YAP  ","Yap Formation"
"210BGCL ","Bogachiel Formation"
"210BJUR ","Bajura Limestone Aquifer"
"210BRCK ","Brine Creek Formation"
"210BRRS ","Berryessa Shale"
"210BRTR ","Brothers Volcanics"
"210BYVW ","Bayview Granodiorite"
"210CCJC ","Cretaceous-Jurassic Systems"
"210CCSR ","Cretaceous Rocks and Santa Rosa Sandstone"
"210CHCO ","Chico Formation"
"210CKCC ","Chokecherry Canyon Formation"
"210CLDD ","Consolidated Cretaceous Rocks Undivided"
"210CLEM ","Cle Elum Formation"
"210CRCS ","Cretaceous System"
"210CRTSL","Cretaceous Lower Aq Unit (Lower Part Cape Fear Fm Sediments)"
"210CRTSM","Cretaceous Middle Aq Unit (Black Creek &cape Fear Fms)"
"210CRTSU","Cretaceous Upper Aq Unit (Mostly Peedee Formation)"
"210DKOT ","Dakota Sandstone or Formation or Group"
"210DORT ","Diorite, Cretaceous"
"210FPRC ","Fort Pierce Formation"
"210GDVL ","Garden Valley Formation"
"210GLNS ","Gallinas Shale"
"210GPCK ","Gypsum Creek Quartz Monzonite"
"210GRCK ","Granite Creek Granodiorite"
"210GRNC ","Granitic Rocks"
"210HLCV ","Hall Cove Peridotite"
"210HZLN ","Hazleton Group"
"210IRSV ","Intrusive Rocks"
"210JULN ","Jualin Diorite"
"210KGLR ","King Lear Formation"
"210KKKM ","Kuskokwim Group"
"210KLCK ","Klein Creek Batholith"
"210KLKN ","Klukwan Magnetite Pyroxenite"
"210KLTG ","Kaltag Formation"
"210KNPK ","Kane Peak Ultramafic Complex"
"210KODK ","Kodiak Formation"
"210LCRV ","Leech River Group"
"210LKVM ","Lakeview Mountain Tonalite"
"210LNLK ","Loon Lake Granite"
"210MCDK ","Mancos Shale, Lower Part, and Dakota Sandstone, Undivided"
"210MCHG ","Mc Hugh Complex"
"210MCRK ","Moonshine Creek Formation"
"210MLOZ ","Melozi Formation"
"210MNCS ","Mancos Shale"
"210MNZN ","Monzonite, Cretaceous"
"210MORA ","Mora Sandstone"
"210NRKC ","Newark Canyon Formation"
"210NULT ","Nulato Formation"
"210NZNM ","Natzotin Mountain Series"
"210OKPK ","Okpilak Granite"
"210PCKM ","Packsaddle Mountain Granodiorite"
"210PRMD ","Pyramid Shale"
"210RMZF ","Romanzof Granite"
"210SCVG ","Scott Valley Granodiorite"
"210SDMS ","Sediments, Undifferentiated"
"210SMRC ","San Marcos Gabbro"
"210SNST ","Sanastee Sandstone Member of Mancos Shale"
"210SOHR ","Sohare Formation"
"210TCTO ","Tacito Sandstone Lentil of Mancos Shale"
"210THMB ","Thumb Formation"
"210TRBC ","Trabuco Formation"
"210TRHM ","Tres Hermanos Sandstone Member of Mancos Shale"
"210TSHR ","Tushar Conglomerate"
"210TYGE ","Tygee Sandstone of Gannett Group"
"210VGRG ","Virginian Ridge Formation"
"210VLCC ","Volcanic Rocks Aquifer"
"210VLDZ ","Valdez Group"
"210WDSM ","Woodson Mountain Granodiorite"
"210WLTK ","Willow Tank Formation"
"210WVRC ","Weaver Canyon Breccia"
"211A    ","A Sandstone Member of Laramie Formation"
"211ABRD ","Aberdeen Sandstone Member of Blackhawk Formation"
"211ACCE ","Anacacho Limestone and Escondido Formation"
"211ACRK ","Ash Creek Sandstone Member of Steel Shale"
"211ACRM ","Anchor Mine Tongue of Mancos Shale"
"211ACUL ","Archuleta Shale"
"211ADLM ","Adel Mountain Volcanics"
"211ADVL ","Adaville Formation"
"211AEDD ","Austin Chalk and Edwards and Associated Limestones"
"211AEFB ","Austin Chalk, Eagle Ford Shale and Buda Limestone"
"211AGUJ ","Aguja Formation"
"211AKDP ","Arkadelphia Marl"
"211AKNS ","Atkinson Formation"
"211AKRG ","Arkose Ridge Formation"
"211ALMD ","Almond Formation of Mesaverde Group"
"211ALSN ","Allison Member of Menefee Formation of Mesaverde Group"
"211ALVL ","Allen Valley Shale of Indianola Group"
"211ANCC ","Anacacho Limestone"
"211ANNN ","Annona Chalk"
"211APRG ","Asphalt Ridge Sandstone of Mesaverde Group"
"211ARCL ","Arcola Limestone Member of Mooreville Chalk"
"211ARDG ","Allen Ridge Formation of Mesaverde Group"
"211ARDM ","Ardmore Bentonite Bed of Pierre Shale"
"211ARPH ","Arapahoe Conglomerate Member of Laramie Formation"
"211ASPN ","Aspen Shale"
"211ASTN ","Austin Chalk"
"211ATRQ ","Atarque Member of Mesaverde Formation"
"211AUSN ","Austin Group"
"211AYYK ","Ayiyak Member, Seabee Formation"
"211BAKC ","Black Creek Aquifer"
"211BAKCL","Black Creek Aquifer, Lower"
"211BAKCM","Black Creek Aquifer, Middle"
"211BAKCU","Black Creek Aquifer, Upper"
"211BARB ","Bartlett Barren Member of Crevasse Canyon Formation of Mesaverde Group"
"211BCID ","Beecher Island Shale Member of Pierre Shale"
"211BCKB ","Black Buttes Coal Group"
"211BCKK ","Blackhawk Formation of Mesaverde Group"
"211BCRG ","Bacon Ridge Sandstone"
"211BCRK ","Bennion Creek Formation"
"211BCTD ","Beechatuda Tongue of Cliff House Sandstone"
"211BEFC ","Belle Fourche Shale"
"211BEFCS","Belle Fourche Shale Member of Graneros Shale"
"211BEGF ","Buda Limestone and Eagle Ford Shale"
"211BENN ","Benton Shale of Colorado Group"
"211BGCK ","Bridge Creek Limestone Member of Greenhorn Limestone"
"211BGEK ","Big Elk Sandstone Member of Colorado Shale"
"211BKCK ","Black Creek Formation"
"211BLCK ","Bull Creek Sandy Limestone Member of Greenhorn Formation"
"211BLCL ","Bluecastle Sandstone Member"
"211BLDB ","Blind Bull Formation"
"211BLDR ","Boulder Batholith Intrusives"
"211BLFC ","Belle Fourche Formation"
"211BLFN ","Blufftown Formation"
"211BLFP ","Bluffport Marl Member of Demopolis Chalk"
"211BLGT ","Blue Gate Shale Member of Mancos Shale"
"211BLHL ","Blue Hill Shale Member of Carlile Shale"
"211BLIR ","Blair Formation of Mesaverde Group"
"211BLLD ","Bullhead Lithofacies of Iron Lightning Member of Fox Hills Formation"
"211BLMN ","Bell Mountain Sandstone Member of Miguel Formation"
"211BLRM ","B Sandstone Member of Larrimie Formation"
"211BLSM ","Blossom Sand"
"211BMCK ","Billman Creek Formation (Upper Cretaceous)"
"211BNHM ","Bonham Marl"
"211BNTN ","Benton Shale"
"211BOW  ","Bow Formation or Group"
"211BQLS ","Boquillas Formation"
"211BRIN ","Breien Member of Hell Creek Formation"
"211BRLB ","Bartlett Barren Member of Crevasse Canyon Formation"
"211BRPW ","Bearpaw Shale"
"211BRTL ","Barrow Trail Member, Schrader Bluff Formation"
"211BSIN ","Basin Shale"
"211BUCK ","Buck Tongue of Mancos Shale"
"211BUDA ","Buda Limestone"
"211BVCK ","Beaver Creek Chalky Member of Niobrara Formation"
"211BXTR ","Baxter Shale"
"211BYLS ","Baylis Formation"
"211CANO ","Cano Member of Mesaverde Formation"
"211CCHB ","Crouch Branch Aquifer"
"211CCRK ","Coon Creek Tongue of Ripley Formation"
"211CDLL ","Codell Sandstone Member of Carlile Shale"
"211CDLR ","Chandler Formation"
"211CDSD ","Card Sound Dolomite"
"211CGNK ","Chignik Formation"
"211CHCO ","Chico Formation"
"211CHCR ","Chacra Sandstone Member of Mesaverde Formation"
"211CHRL ","Charleston Aquifer"
"211CHSS ","Chisos Volcanics"
"211CHWP ","Chiwapa Member of Ripley Formation"
"211CKDL ","Cokedale Formation (Upper Cretaceous)"
"211CLCN ","Cholla Canyon Tongue of Cliff House Sandstone"
"211CLFH ","Cliff House Sandstone of Mesaverde Group"
"211CLFHV","Cliff House Sandstone (Includes La Ventana Tongues In Nw Sandoval Co)"
"211CLGG ","Claggett Shale of the Montana Group"
"211CLGT ","Colgate Sandstone Member of Fox Hills Formation"
"211CLRD ","Colorado Group"
"211CLRDH","Colorado Shale"
"211CLRDN","Colorado Formation, Shale Member"
"211CLRDS","Colorado Formation, Sandstone Member"
"211CLRN ","Coleraine Formation"
"211CLRY ","Cleary Coal Member of Menefee Formation of Mesaverde Group"
